TXnid;RXnid;RSS;SNR;BER
2;3;-62.763759;41.236241;0.000011
2;1;-67.725000;36.275000;0.000035
2;3;-61.681496;42.318504;0.000009
2;1;-67.090663;36.909337;0.000031
3;2;-61.190600;42.809400;0.000008
2;3;-74.399542;29.600458;0.000164
2;3;-67.079652;36.920348;0.000030
2;1;-72.961068;31.038932;0.000118
2;3;-59.539659;44.460341;0.000005
2;1;-75.378893;28.621107;0.000206
2;3;-61.126815;42.873185;0.000008
3;2;-61.141064;42.858936;0.000008
2;3;-70.863266;33.136734;0.000073
2;1;-68.893079;35.106921;0.000046
2;3;-72.498206;31.501794;0.000106
2;1;-67.002895;36.997105;0.000030
2;3;-68.365930;35.634070;0.000041
3;2;-63.072354;40.927646;0.000012
2;3;-57.444781;46.555219;0.000003
2;1;-76.085831;27.914169;0.000242
2;3;-68.408883;35.591117;0.000041
2;1;-69.268361;34.731639;0.000050
2;3;-57.896165;46.103835;0.000004
3;2;-67.116210;36.883790;0.000031
2;3;-59.683942;44.316058;0.000006
2;1;-79.002145;24.997855;0.000474
2;3;-65.710765;38.289235;0.000022
2;1;-67.472086;36.527914;0.000033
3;2;-70.838182;33.161818;0.000072
2;3;-63.337870;40.662130;0.000013
2;3;-64.651108;39.348892;0.000017
2;1;-75.844322;28.155678;0.000229
2;3;-73.335234;30.664766;0.000129
2;1;-80.274080;23.725920;0.000635
3;2;-64.514399;39.485601;0.000017
2;3;-60.105745;43.894255;0.000006
2;3;-66.729935;37.270065;0.000028
2;1;-70.706087;33.293913;0.000070
2;3;-64.852165;39.147835;0.000018
2;1;-71.714523;32.285477;0.000089
3;2;-61.332237;42.667763;0.000008
2;3;-69.422000;34.578000;0.000052
2;3;-70.230521;33.769479;0.000063
2;1;-64.111242;39.888758;0.000015
2;3;-55.899901;48.100099;0.000002
2;1;-70.231778;33.768222;0.000063
2;3;-64.448845;39.551155;0.000017
3;2;-68.621891;35.378109;0.000043
2;3;-59.497416;44.502584;0.000005
2;1;-79.529608;24.470392;0.000535
2;3;-68.891348;35.108652;0.000046
2;1;-80.061815;23.938185;0.000605
3;2;-68.134609;35.865391;0.000039
2;3;-69.796170;34.203830;0.000057
2;3;-65.449031;38.550969;0.000021
2;1;-73.479136;30.520864;0.000133
2;3;-59.752648;44.247352;0.000006
2;1;-71.340893;32.659107;0.000081
2;3;-66.137695;37.862305;0.000006
3;2;-69.465376;34.534624;0.000256
2;3;-59.730057;44.269943;0.000006
2;1;-76.330676;27.669324;0.000256
2;3;-69.150523;34.849477;0.000049
2;1;-70.299206;33.700794;0.000064
2;3;-57.453238;46.546762;0.000003
3;2;-62.083131;41.916869;0.000010
2;3;-67.874491;36.125509;0.000037
2;1;-71.489014;32.510986;0.000084
2;3;-61.248488;42.751512;0.000008
2;1;-78.759126;25.240874;0.000448
2;3;-59.334635;44.665365;0.000013
3;2;-81.009404;22.990596;0.000716
2;3;-63.330442;40.669558;0.000013
2;1;-80.797145;23.202855;0.000716
2;3;-66.932927;37.067073;0.000029
2;1;-69.669763;34.330237;0.000055
2;3;-76.057200;27.942800;0.000241
3;2;-66.068029;37.931971;0.000024
2;3;-63.257948;40.742052;0.000013
2;1;-73.201373;30.798627;0.000125
2;3;-72.691680;31.308320;0.000111
2;1;-69.392292;34.607708;0.000052
3;2;-65.931973;38.068027;0.000023
2;3;-56.557123;47.442877;0.000003
2;3;-66.760477;37.239523;0.000028
2;1;-69.527566;34.472434;0.000054
2;3;-66.545563;37.454437;0.000027
2;1;-65.855491;38.144509;0.000023
2;3;-66.395956;37.604044;0.000026
3;2;-68.657808;35.342192;0.000044
2;3;-65.707358;38.292642;0.000022
2;1;-84.732938;19.267062;0.000022
2;3;-58.784973;45.215027;0.000005
2;1;-71.228139;32.771861;0.000079
2;3;-69.220952;34.779048;0.000050
3;2;-52.719577;51.280423;0.000001
2;3;-68.506122;35.493878;0.000042
2;1;-74.402242;29.597758;0.000164
2;3;-61.418308;42.581692;0.000008
2;1;-83.319139;20.680861;0.000008
2;3;-69.228662;34.771338;0.000050
3;2;-66.279946;37.720054;0.000025
2;3;-63.905571;40.094429;0.000015
2;1;-71.884247;32.115753;0.000092
2;3;-60.149159;43.850841;0.000006
2;1;-83.801856;20.198144;0.000006
2;3;-57.408935;46.591065;0.000003
3;2;-60.725448;43.274552;0.000007
2;3;-75.011541;28.988459;0.000189
2;1;-69.832665;34.167335;0.000057
2;3;-61.754674;42.245326;0.000009
2;1;-71.615308;32.384692;0.000087
2;3;-69.748813;34.251187;0.000056
3;2;-61.773697;42.226303;0.000009
2;3;-66.249788;37.750212;0.000025
2;1;-69.902129;34.097871;0.000058
2;3;-62.472768;41.527232;0.000011
2;1;-80.725578;23.274422;0.000704
3;2;-78.979907;25.020093;0.000471
2;3;-63.221484;40.778516;0.000013
2;3;-66.300052;37.699948;0.000025
2;1;-70.100951;33.899049;0.000061
2;3;-69.156890;34.843110;0.000049
2;1;-72.980512;31.019488;0.000119
2;3;-78.380408;25.619592;0.000411
3;2;-67.811748;36.188252;0.000036
2;3;-56.680165;47.319835;0.000003
2;1;-81.492802;22.507198;0.000840
2;3;-69.233711;34.766289;0.000050
2;1;-80.135294;23.864706;0.000615
2;3;-63.143582;40.856418;0.000012
3;2;-56.294537;47.705463;0.000003
2;3;-62.230945;41.769055;0.000010
2;1;-74.548520;29.451480;0.000170
2;3;-69.711165;34.288835;0.000056
2;1;-67.380199;36.619801;0.000033
3;2;-74.082769;29.917231;0.000153
2;3;-63.192368;40.807632;0.000012
2;3;-74.465651;29.534349;0.000167
2;1;-84.165767;19.834233;0.000167
2;3;-62.348659;41.651341;0.000010
2;1;-77.817167;26.182833;0.000361
2;3;-61.801547;42.198453;0.000009
3;2;-64.547720;39.452280;0.000017
2;3;-65.405741;38.594259;0.000021
2;1;-78.354323;25.645677;0.000408
2;3;-62.636356;41.363644;0.000011
2;1;-69.700247;34.299753;0.000056
2;3;-74.544900;29.455100;0.000170
3;2;-76.933071;27.066929;0.000294
2;3;-65.669910;38.330090;0.000022
2;1;-69.089734;34.910266;0.000048
2;3;-72.045390;31.954610;0.000096
2;1;-72.580369;31.419631;0.000108
2;3;-63.906982;40.093018;0.000003
3;2;-60.817195;43.182805;0.000038
2;3;-57.063947;46.936053;0.000003
2;1;-68.091315;35.908685;0.000038
2;3;-65.249308;38.750692;0.000020
2;1;-79.071406;24.928594;0.000482
2;3;-62.970214;41.029786;0.000012
3;2;-69.753802;34.246198;0.000056
2;3;-60.520535;43.479465;0.000007
2;1;-66.081766;37.918234;0.000024
2;3;-60.837460;43.162540;0.000007
2;1;-66.822311;37.177689;0.000029
3;2;-65.695780;38.304220;0.000022
2;3;-62.708287;41.291713;0.000011
2;3;-52.933664;51.066336;0.000001
2;1;-75.491623;28.508377;0.000211
2;3;-65.066976;38.933024;0.000019
2;1;-70.357757;33.642243;0.000065
3;2;-71.703276;32.296724;0.000088
2;3;-60.794348;43.205652;0.000007
2;3;-66.836968;37.163032;0.000029
2;1;-72.276439;31.723561;0.000101
2;3;-66.265983;37.734017;0.000025
2;1;-70.982103;33.017897;0.000075
3;2;-64.557752;39.442248;0.000017
2;3;-68.519454;35.480546;0.000042
2;3;-60.657941;43.342059;0.000007
2;1;-72.516927;31.483073;0.000107
2;3;-60.252096;43.747904;0.000006
2;1;-68.797093;35.202907;0.000045
2;3;-59.145739;44.854261;0.000005
3;2;-68.327422;35.672578;0.000041
2;3;-68.033907;35.966093;0.000038
2;1;-81.271527;22.728473;0.000798
2;3;-62.114815;41.885185;0.000010
2;1;-73.806327;30.193673;0.000143
3;2;-67.510570;36.489430;0.000034
2;3;-66.441994;37.558006;0.000026
2;3;-61.978753;42.021247;0.000009
2;1;-66.855691;37.144309;0.000029
2;3;-63.532206;40.467794;0.000013
2;1;-78.090510;25.909490;0.000384
3;2;-67.705015;36.294985;0.000035
2;3;-58.780770;45.219230;0.000005
2;3;-66.548003;37.451997;0.000027
2;1;-75.484685;28.515315;0.000211
2;3;-59.096848;44.903152;0.000005
2;1;-70.611519;33.388481;0.000069
3;2;-62.051928;41.948072;0.000010
2;3;-62.058170;41.941830;0.000010
2;3;-60.647615;43.352385;0.000007
2;1;-75.174110;28.825890;0.000196
2;3;-64.799343;39.200657;0.000018
2;1;-73.864652;30.135348;0.000145
2;3;-65.611549;38.388451;0.000022
3;2;-64.847559;39.152441;0.000018
2;3;-70.796249;33.203751;0.000072
2;1;-75.023562;28.976438;0.000190
2;3;-59.287452;44.712548;0.000005
2;1;-78.336285;25.663715;0.000407
3;2;-71.674646;32.325354;0.000088
2;3;-69.197119;34.802881;0.000050
2;3;-62.697659;41.302341;0.000011
2;1;-72.135927;31.864073;0.000098
2;3;-60.884928;43.115072;0.000007
2;1;-70.006128;33.993872;0.000060
3;2;-58.228043;45.771957;0.000004
2;3;-70.945472;33.054528;0.000074
2;3;-63.723762;40.276238;0.000014
2;1;-69.040184;34.959816;0.000048
2;3;-68.872964;35.127036;0.000046
2;1;-75.385546;28.614454;0.000206
3;2;-59.637389;44.362611;0.000005
2;3;-71.742311;32.257689;0.000089
2;3;-60.419054;43.580946;0.000007
2;1;-73.384140;30.615860;0.000130
2;3;-64.024373;39.975627;0.000015
2;1;-79.505913;24.494087;0.000532
3;2;-62.616609;41.383391;0.000011
2;3;-64.094198;39.905802;0.000015
2;3;-66.799922;37.200078;0.000029
2;1;-73.632064;30.367936;0.000138
2;3;-71.756140;32.243860;0.000089
2;1;-72.913578;31.086422;0.000117
2;3;-69.517923;34.482077;0.000053
3;2;-64.976521;39.023479;0.000019
2;3;-77.283682;26.716318;0.000319
2;1;-77.159906;26.840094;0.000310
2;3;-71.847479;32.152521;0.000091
2;1;-67.265627;36.734373;0.000032
2;3;-73.461338;30.538662;0.000132
3;2;-61.286835;42.713165;0.000008
2;3;-69.132352;34.867648;0.000049
2;1;-74.975290;29.024710;0.000188
2;3;-70.367870;33.632130;0.000065
2;1;-72.188840;31.811160;0.000099
3;2;-58.513740;45.486260;0.000004
2;3;-68.719400;35.280600;0.000044
2;3;-60.548159;43.451841;0.000007
2;1;-74.849892;29.150108;0.000182
2;3;-64.980388;39.019612;0.000019
2;1;-74.629746;29.370254;0.000173
3;2;-71.379992;32.620008;0.000082
2;3;-63.461532;40.538468;0.000013
2;3;-61.792957;42.207043;0.000009
2;1;-72.984815;31.015185;0.000119
2;3;-77.367365;26.632635;0.000325
2;1;-65.023538;38.976462;0.000019
2;3;-70.531137;33.468863;0.000067
3;2;-68.288327;35.711673;0.000040
2;3;-67.745705;36.254295;0.000036
2;1;-74.598839;29.401161;0.000172
2;3;-63.581013;40.418987;0.000014
2;1;-71.800286;32.199714;0.000090
3;2;-63.695931;40.304069;0.000014
2;3;-61.874020;42.125980;0.000009
2;3;-63.092170;40.907830;0.000012
2;1;-78.970894;25.029106;0.000471
2;3;-73.608796;30.391204;0.000137
2;1;-81.059638;22.940362;0.000760
2;3;-65.615665;38.384335;0.000022
3;2;-67.632480;36.367520;0.000035
2;3;-65.158542;38.841458;0.000020
2;1;-69.993062;34.006938;0.000060
2;3;-62.310827;41.689173;0.000010
2;1;-71.673010;32.326990;0.000088
2;3;-72.719066;31.280934;0.000112
3;2;-61.438698;42.561302;0.000008
2;3;-66.180758;37.819242;0.000025
2;1;-70.393625;33.606375;0.000065
2;3;-61.335429;42.664571;0.000008
2;1;-81.103097;22.896903;0.000768
3;2;-63.330433;40.669567;0.000013
2;3;-75.693410;28.306590;0.000221
2;3;-64.865096;39.134904;0.000018
2;1;-77.117324;26.882676;0.000307
2;3;-72.679884;31.320116;0.000111
2;1;-68.882563;35.117437;0.000046
3;2;-70.912954;33.087046;0.000074
2;3;-59.275250;44.724750;0.000005
2;3;-70.864308;33.135692;0.000073
2;1;-69.801299;34.198701;0.000057
2;3;-81.503361;22.496639;0.000842
2;1;-78.289468;25.710532;0.000402
2;3;-70.831189;33.168811;0.000072
3;2;-64.461980;39.538020;0.000017
2;3;-60.504131;43.495869;0.000007
2;1;-75.888186;28.111814;0.000232
2;3;-59.444500;44.555500;0.000005
2;1;-68.628907;35.371093;0.000044
3;2;-64.854574;39.145426;0.000018
2;3;-72.031306;31.968694;0.000095
2;3;-72.464347;31.535653;0.000105
2;1;-70.736448;33.263552;0.000071
2;3;-74.340001;29.659999;0.000162
2;1;-79.721519;24.278481;0.000559
3;2;-70.154518;33.845482;0.000062
2;3;-67.361919;36.638081;0.000033
2;3;-61.490667;42.509333;0.000008
2;1;-69.704967;34.295033;0.000056
2;3;-61.645263;42.354737;0.000009
2;1;-77.636135;26.363865;0.000346
3;2;-68.821408;35.178592;0.000046
2;3;-67.424532;36.575468;0.000033
2;3;-67.920649;36.079351;0.000037
2;1;-70.869287;33.130713;0.000073
2;3;-61.010574;42.989426;0.000008
2;1;-74.950850;29.049150;0.000187
3;2;-66.381203;37.618797;0.000026
2;3;-66.360222;37.639778;0.000026
2;3;-74.937020;29.062980;0.000186
2;1;-75.458401;28.541599;0.000210
2;3;-69.994973;34.005027;0.000060
2;1;-67.747645;36.252355;0.000036
2;3;-76.504038;27.495962;0.000267
3;2;-69.735192;34.264808;0.000056
2;3;-73.174526;30.825474;0.000124
2;1;-76.543894;27.456106;0.000269
2;3;-72.243123;31.756877;0.000100
2;1;-67.402069;36.597931;0.000033
2;3;-68.394763;35.605237;0.000041
3;2;-72.352593;31.647407;0.000103
2;3;-66.244947;37.755053;0.000025
2;1;-66.155651;37.844349;0.000025
2;3;-72.420918;31.579082;0.000104
2;1;-63.635483;40.364517;0.000014
3;2;-72.407674;31.592326;0.000104
2;3;-62.739169;41.260831;0.000011
2;3;-77.284649;26.715351;0.000319
2;1;-71.226749;32.773251;0.000079
2;3;-61.805248;42.194752;0.000009
2;1;-75.695571;28.304429;0.000221
2;3;-62.368128;41.631872;0.000010
3;2;-67.426796;36.573204;0.000033
2;3;-72.900825;31.099175;0.000116
2;1;-78.239598;25.760402;0.000398
2;3;-65.147934;38.852066;0.000020
2;1;-73.428027;30.571973;0.000131
3;2;-67.307330;36.692670;0.000032
2;3;-73.626152;30.373848;0.000138
2;3;-65.092477;38.907523;0.000019
2;1;-71.004785;32.995215;0.000075
2;3;-68.535867;35.464133;0.000043
2;1;-74.917015;29.082985;0.000185
3;2;-59.434484;44.565516;0.000005
2;3;-59.186767;44.813233;0.000005
2;3;-79.104690;24.895310;0.000485
2;1;-77.241227;26.758773;0.000316
2;3;-63.771752;40.228248;0.000014
2;1;-74.991281;29.008719;0.000188
3;2;-72.765178;31.234822;0.000113
2;3;-76.061648;27.938352;0.000241
2;3;-66.394795;37.605205;0.000026
2;1;-71.524569;32.475431;0.000085
2;3;-69.594207;34.405793;0.000054
2;1;-79.655154;24.344846;0.000551
3;2;-59.722721;44.277279;0.000006
2;3;-59.996199;44.003801;0.000006
2;3;-69.252718;34.747282;0.000050
2;1;-85.614155;18.385845;0.000050
2;3;-61.317884;42.682116;0.000008
2;1;-75.882636;28.117364;0.000231
3;2;-72.968116;31.031884;0.000118
2;3;-69.277398;34.722602;0.000051
2;3;-90.355177;13.644823;0.000063
2;1;-70.218386;33.781614;0.000063
2;3;-65.344126;38.655874;0.000020
2;1;-79.573957;24.426043;0.000540
3;2;-70.174493;33.825507;0.000062
2;3;-59.872260;44.127740;0.000006
2;3;-64.647241;39.352759;0.000017
2;1;-75.229626;28.770374;0.000199
2;3;-63.722437;40.277563;0.000014
2;1;-72.536121;31.463879;0.000107
3;2;-72.159720;31.840280;0.000098
2;3;-72.137800;31.862200;0.000098
2;3;-62.594739;41.405261;0.000011
2;1;-70.797200;33.202800;0.000072
2;3;-75.353960;28.646040;0.000205
2;1;-68.174084;35.825916;0.000039
3;2;-59.943487;44.056513;0.000006
2;3;-66.931118;37.068882;0.000029
2;3;-68.783612;35.216388;0.000045
2;1;-73.611267;30.388733;0.000137
2;3;-59.708276;44.291724;0.000006
2;1;-67.336448;36.663552;0.000032
2;3;-77.488566;26.511434;0.000335
3;2;-66.226004;37.773996;0.000025
2;3;-63.973492;40.026508;0.000015
2;1;-70.497066;33.502934;0.000067
2;3;-60.547057;43.452943;0.000007
2;1;-70.872370;33.127630;0.000073
3;2;-68.272133;35.727867;0.000040
2;3;-68.926638;35.073362;0.000047
2;3;-66.253293;37.746707;0.000025
2;1;-72.003706;31.996294;0.000095
2;3;-75.994755;28.005245;0.000237
2;1;-75.168135;28.831865;0.000196
3;2;-62.800690;41.199310;0.000011
2;3;-74.645838;29.354162;0.000174
2;3;-68.740733;35.259267;0.000045
2;1;-68.745897;35.254103;0.000045
2;3;-64.873751;39.126249;0.000018
2;1;-76.935553;27.064447;0.000295
2;3;-88.249047;15.750953;0.000032
3;2;-63.160715;40.839285;0.000041
2;3;-67.349535;36.650465;0.000032
2;1;-68.363778;35.636222;0.000041
2;3;-71.202721;32.797279;0.000079
2;1;-72.110770;31.889230;0.000097
2;3;-69.676452;34.323548;0.000055
3;2;-65.414600;38.585400;0.000021
2;3;-59.235324;44.764676;0.000005
2;1;-70.981016;33.018984;0.000075
2;3;-56.935683;47.064317;0.000003
2;1;-73.620938;30.379062;0.000137
2;3;-68.649663;35.350337;0.000141
3;2;-72.437235;31.562765;0.000025
2;3;-73.722528;30.277472;0.000141
2;1;-66.144644;37.855356;0.000025
2;3;-67.533112;36.466888;0.000034
2;1;-77.962241;26.037759;0.000373
2;3;-72.141970;31.858030;0.000098
3;2;-60.295775;43.704225;0.000006
2;3;-71.831583;32.168417;0.000091
2;1;-81.704838;22.295162;0.000882
2;3;-66.720289;37.279711;0.000028
2;1;-76.886587;27.113413;0.000291
2;3;-63.569510;40.430490;0.000014
3;2;-78.448260;25.551740;0.000417
2;3;-64.932874;39.067126;0.000019
2;1;-74.381519;29.618481;0.000164
2;3;-72.657945;31.342055;0.000110
2;1;-85.476120;18.523880;0.000110
2;3;-72.003585;31.996415;0.000095
3;2;-70.919728;33.080272;0.000074
2;3;-60.297202;43.702798;0.000006
2;1;-68.689033;35.310967;0.000044
2;3;-71.290259;32.709741;0.000080
2;1;-77.283383;26.716617;0.000319
2;3;-63.617160;40.382840;0.000014
3;2;-75.072956;28.927044;0.000192
2;3;-78.628840;25.371160;0.000435
2;1;-76.570119;27.429881;0.000271
2;3;-66.804127;37.195873;0.000029
2;1;-78.392083;25.607917;0.000412
2;3;-66.934075;37.065925;0.000029
3;2;-65.822612;38.177388;0.000023
2;3;-63.023622;40.976378;0.000012
2;1;-71.803475;32.196525;0.000090
2;3;-71.357078;32.642922;0.000082
2;1;-74.118247;29.881753;0.000154
3;2;-64.975067;39.024933;0.000019
2;3;-60.599924;43.400076;0.000007
2;3;-69.360274;34.639726;0.000052
2;1;-80.433175;23.566825;0.000658
2;3;-74.035944;29.964056;0.000151
2;1;-72.347155;31.652845;0.000102
3;2;-62.248323;41.751677;0.000010
2;3;-63.300456;40.699544;0.000013
2;3;-71.105981;32.894019;0.000077
2;1;-68.559616;35.440384;0.000043
2;3;-69.477677;34.522323;0.000053
2;1;-76.937451;27.062549;0.000295
2;3;-63.500940;40.499060;0.000013
3;2;-65.507921;38.492079;0.000021
2;3;-66.765251;37.234749;0.000028
2;1;-67.142753;36.857247;0.000031
2;3;-64.514031;39.485969;0.000017
2;1;-77.632950;26.367050;0.000346
2;3;-69.905842;34.094158;0.000339
3;2;-73.294801;30.705199;0.000371
2;3;-77.548737;26.451263;0.000339
2;1;-77.939682;26.060318;0.000371
2;3;-62.163742;41.836258;0.000010
2;1;-72.822452;31.177548;0.000114
2;3;-67.091928;36.908072;0.000031
3;2;-74.294834;29.705166;0.000160
2;3;-63.184400;40.815600;0.000012
2;1;-68.299235;35.700765;0.000040
2;3;-66.269823;37.730177;0.000025
2;1;-66.245516;37.754484;0.000025
3;2;-66.340185;37.659815;0.000026
2;3;-83.025783;20.974217;0.000795
2;3;-81.251958;22.748042;0.000795
2;1;-67.820159;36.179841;0.000036
2;3;-67.945496;36.054504;0.000037
2;1;-71.044664;32.955336;0.000076
2;3;-71.307684;32.692316;0.000081
3;2;-74.354848;29.645152;0.000163
2;3;-64.549521;39.450479;0.000017
2;1;-65.522466;38.477534;0.000021
2;3;-66.992061;37.007939;0.000030
2;1;-71.310126;32.689874;0.000081
2;3;-64.558712;39.441288;0.000026
3;2;-68.121050;35.878950;0.000031
2;3;-66.382177;37.617823;0.000026
2;1;-67.088881;36.911119;0.000031
2;3;-64.404062;39.595938;0.000016
2;1;-84.826007;19.173993;0.000016
3;2;-66.401190;37.598810;0.000026
2;3;-78.411411;25.588589;0.000414
2;3;-74.298853;29.701147;0.000161
2;1;-76.246034;27.753966;0.000251
2;3;-69.478548;34.521452;0.000053
2;1;-76.417980;27.582020;0.000262
3;2;-74.326297;29.673703;0.000162
2;3;-62.072963;41.927037;0.000010
2;3;-65.892315;38.107685;0.000023
2;1;-72.024990;31.975010;0.000095
2;3;-75.262291;28.737709;0.000200
2;1;-68.912978;35.087022;0.000046
3;2;-68.311661;35.688339;0.000040
2;3;-65.262285;38.737715;0.000020
2;3;-71.321422;32.678578;0.000081
2;1;-74.973770;29.026230;0.000188
2;3;-78.800607;25.199393;0.000452
2;1;-74.347761;29.652239;0.000162
3;2;-74.888165;29.111835;0.000184
2;3;-61.010427;42.989573;0.000008
2;3;-71.353211;32.646789;0.000082
2;1;-64.061218;39.938782;0.000015
2;3;-72.201625;31.798375;0.000099
2;1;-74.352740;29.647260;0.000163
2;3;-64.630747;39.369253;0.000017
3;2;-69.699742;34.300258;0.000056
2;3;-66.658430;37.341570;0.000028
2;1;-76.737860;27.262140;0.000282
2;3;-70.531489;33.468511;0.000067
2;1;-72.923653;31.076347;0.000117
3;2;-62.811396;41.188604;0.000011
2;3;-70.461547;33.538453;0.000066
2;3;-67.689106;36.310894;0.000035
2;1;-71.031641;32.968359;0.000076
2;3;-67.198049;36.801951;0.000031
2;1;-84.522509;19.477491;0.000031
3;2;-62.121026;41.878974;0.000010
2;3;-68.970727;35.029273;0.000047
2;3;-61.169969;42.830031;0.000008
2;1;-78.381133;25.618867;0.000411
2;3;-71.320985;32.679015;0.000081
2;1;-77.704023;26.295977;0.000352
3;2;-62.384404;41.615596;0.000010
2;3;-72.829432;31.170568;0.000115
2;3;-80.118654;23.881346;0.000613
2;1;-72.865733;31.134267;0.000115
2;3;-75.988835;28.011165;0.000237
2;1;-82.790391;21.209609;0.000237
3;2;-68.877698;35.122302;0.000046
2;3;-64.538895;39.461105;0.000017
2;3;-71.797297;32.202703;0.000090
2;1;-70.748594;33.251406;0.000071
2;3;-68.694087;35.305913;0.000044
2;1;-65.720991;38.279009;0.000022
3;2;-67.259469;36.740531;0.000032
2;3;-68.242872;35.757128;0.000040
2;3;-72.158074;31.841926;0.000098
2;1;-80.997447;23.002553;0.000750
2;3;-72.948870;31.051130;0.000118
2;1;-72.604520;31.395480;0.000109
2;3;-71.486814;32.513186;0.000084
3;2;-69.958893;34.041107;0.000059
2;3;-68.151064;35.848936;0.000039
2;1;-83.659503;20.340497;0.000039
2;3;-71.955215;32.044785;0.000094
2;1;-74.832844;29.167156;0.000182
2;3;-75.147606;28.852394;0.000195
3;2;-71.839317;32.160683;0.000091
2;3;-65.303564;38.696436;0.000020
2;1;-73.564019;30.435981;0.000136
2;3;-64.163851;39.836149;0.000016
2;1;-70.345077;33.654923;0.000065
2;3;-78.650458;25.349542;0.000437
3;2;-75.918642;28.081358;0.000233
2;3;-71.444743;32.555257;0.000083
2;1;-70.068819;33.931181;0.000061
2;3;-61.154506;42.845494;0.000008
2;1;-73.027802;30.972198;0.000120
2;3;-77.439558;26.560442;0.000331
3;2;-75.459695;28.540305;0.000210
2;3;-70.520704;33.479296;0.000067
2;1;-73.996350;30.003650;0.000150
2;3;-74.835191;29.164809;0.000182
2;1;-80.519106;23.480894;0.000672
3;2;-73.210319;30.789681;0.000125
2;3;-68.056049;35.943951;0.000038
2;3;-66.266645;37.733355;0.000025
2;1;-75.336971;28.663029;0.000204
2;3;-65.053894;38.946106;0.000019
2;1;-73.529877;30.470123;0.000135
2;3;-77.540550;26.459450;0.000339
3;2;-69.522619;34.477381;0.000053
2;3;-71.662002;32.337998;0.000053
2;1;-82.666311;21.333689;0.000088
2;3;-67.835341;36.164659;0.000036
2;1;-72.303547;31.696453;0.000101
3;2;-74.488453;29.511547;0.000168
2;3;-71.429584;32.570416;0.000083
2;3;-67.209678;36.790322;0.000031
2;1;-65.757640;38.242360;0.000022
2;3;-69.381217;34.618783;0.000052
2;1;-77.436431;26.563569;0.000331
2;3;-69.619200;34.380800;0.000055
3;2;-73.278952;30.721048;0.000127
2;3;-73.254984;30.745016;0.000126
2;1;-74.494149;29.505851;0.000168
2;3;-73.074499;30.925501;0.000121
2;1;-81.127404;22.872596;0.000772
2;3;-80.453672;23.546328;0.000662
3;2;-67.817048;36.182952;0.000036
2;3;-67.691043;36.308957;0.000035
2;1;-77.366356;26.633644;0.000325
2;3;-66.960277;37.039723;0.000030
2;1;-78.789498;25.210502;0.000451
2;3;-69.570128;34.429872;0.000054
3;2;-69.263106;34.736894;0.000050
2;3;-80.998964;23.001036;0.000750
2;1;-71.091566;32.908434;0.000077
2;3;-77.218501;26.781499;0.000314
2;1;-67.844237;36.155763;0.000036
3;2;-72.302508;31.697492;0.000101
2;3;-74.026138;29.973862;0.000151
2;3;-60.441556;43.558444;0.000007
2;1;-73.647560;30.352440;0.000138
2;3;-78.910140;25.089860;0.000464
2;1;-73.761940;30.238060;0.000142
3;2;-78.358296;25.641704;0.000409
2;3;-70.007260;33.992740;0.000060
2;3;-81.695427;22.304573;0.000880
2;1;-71.798616;32.201384;0.000090
2;3;-67.265874;36.734126;0.000032
2;1;-82.494819;21.505181;0.000032
2;3;-71.144174;32.855826;0.000078
3;2;-75.459135;28.540865;0.000210
2;3;-80.780972;23.219028;0.000713
2;1;-74.775256;29.224744;0.000179
2;3;-72.803789;31.196211;0.000114
2;1;-75.632926;28.367074;0.000218
3;2;-72.199748;31.800252;0.000099
2;3;-81.773450;22.226550;0.000896
2;3;-65.801359;38.198641;0.000023
2;1;-72.032364;31.967636;0.000095
2;3;-64.585673;39.414327;0.000017
2;1;-73.318082;30.681918;0.000128
2;3;-75.371227;28.628773;0.000206
3;2;-73.580339;30.419661;0.000136
2;3;-64.671533;39.328467;0.000018
2;1;-75.885776;28.114224;0.000231
2;3;-79.932190;24.067810;0.000587
2;1;-74.805371;29.194629;0.000180
3;2;-68.270794;35.729206;0.000040
2;3;-69.885370;34.114630;0.000058
2;3;-68.300427;35.699573;0.000040
2;1;-76.141906;27.858094;0.000245
2;3;-83.710017;20.289983;0.000103
2;1;-72.351748;31.648252;0.000103
3;2;-70.351809;33.648191;0.000065
2;3;-76.617109;27.382891;0.000274
2;3;-74.304934;29.695066;0.000161
2;1;-69.105113;34.894887;0.000049
2;3;-69.085802;34.914198;0.000048
2;1;-72.312291;31.687709;0.000102
3;2;-74.249651;29.750349;0.000159
2;3;-68.312597;35.687403;0.000040
2;3;-69.857287;34.142713;0.000058
2;1;-80.619719;23.380281;0.000687
2;3;-71.522495;32.477505;0.000085
2;1;-67.014495;36.985505;0.000030
3;2;-68.020809;35.979191;0.000038
2;3;-71.792859;32.207141;0.000090
2;3;-70.770129;33.229871;0.000071
2;1;-78.046826;25.953174;0.000380
2;3;-76.203560;27.796440;0.000249
2;1;-73.711786;30.288214;0.000140
2;3;-72.753745;31.246255;0.000113
3;2;-75.044785;28.955215;0.000191
2;3;-67.073977;36.926023;0.000030
2;1;-70.971272;33.028728;0.000075
2;3;-70.713843;33.286157;0.000070
2;1;-81.401379;22.598621;0.000823
3;2;-70.270100;33.729900;0.000064
2;3;-73.787768;30.212232;0.000143
2;3;-64.736907;39.263093;0.000018
2;1;-77.484065;26.515935;0.000334
